Ticker,SurgePct,RefType,RefPrice,Price,Volume,DollarVolume,SpreadPct,OptionsEligible,Timestamp,Age,Reason,symbol,price,prev_close,open,high,low,ts_ms,source,error,category
VIX,,,,,,,,,,,missing price/change,VIX,,,,,,,,no_price,CORE
PYPL,,,,,,,,,,,missing price/change,PYPL,,,,,,,,http 429,ADDON_RANDOM
CRM,,,,,,,,,,,missing price/change,CRM,,,,,,,,http 429,ADDON_RANDOM
MGM,,,,,,,,,,,missing price/change,MGM,,,,,,,,http 429,ADDON_RANDOM
KLAC,,,,,,,,,,,missing price/change,KLAC,,,,,,,,http 429,ADDON_RANDOM
ASML,,,,,,,,,,,missing price/change,ASML,,,,,,,,http 429,ADDON_RANDOM
RGTI,5.4,low,23.71,24.99,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),RGTI,24.99,25.62,24.565,26.4999,23.71,1768942800000,finnhub,,CORE
SLV,5.39,pc,81.02,85.39,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),SLV,85.39,81.02,86.19,86.33,84.3805,1768942800000,finnhub,,CORE
ALGS,5.26,low,7.61,8.01,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),ALGS,8.01,7.94,7.69,8.285,7.61,1768942800000,finnhub,,CORE
INSM,4.81,low,156.01,163.51,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),INSM,163.51,161.42,158.45,164.62,156.01,1768942800000,finnhub,,CORE
AG,4.47,pc,21.5,22.46,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),AG,22.46,21.5,22.93,22.977,21.775,1768942800000,finnhub,,CORE
UNH,3.65,low,326.5031,338.43,,,,N,2026-01-21T02:05:39Z,2m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),UNH,338.43,331.02,327.4,339.89,326.5031,1768942800000,finnhub,,CORE
INTC,3.41,pc,46.96,48.56,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),INTC,48.56,46.96,47.3,50.23,47.0,1768942800000,finnhub,,CORE
AMD,2.89,low,225.4105,231.92,,,,N,2026-01-21T02:05:39Z,2m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),AMD,231.92,231.83,226.08,239.5,225.4105,1768942800000,finnhub,,CORE
KO,2.81,low,69.79,71.75,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),KO,71.75,70.44,70.0,71.78,69.79,1768942800000,finnhub,,CORE
LLY,2.49,low,1015.96,1041.29,,,,N,2026-01-21T02:05:39Z,2m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),LLY,1041.29,1038.4,1028.145,1045.85,1015.96,1768942800000,finnhub,,CORE
MRK,2.36,low,106.93,109.45,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),MRK,109.45,108.83,108.11,109.64,106.93,1768942800000,finnhub,,CORE
PEP,2.31,low,144.32,147.66,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),PEP,147.66,146.32,146.215,147.66,144.32,1768942800000,finnhub,,CORE
LYFT,2.28,low,17.795,18.2,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),LYFT,18.2,18.33,18.085,18.37,17.795,1768942800000,finnhub,,ADDON_RANDOM
BBAI,2.24,low,5.81,5.94,,,,N,2026-01-21T02:05:39Z,2m,below_threshold(9.0%);low_volume(<100000),BBAI,5.94,6.12,5.87,6.19,5.81,1768942800000,finnhub,,CORE
BA,2.17,low,243.7004,249.0,,,,N,2026-01-21T02:05:39Z,2m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),BA,249.0,247.68,244.4,249.52,243.7004,1768942800000,finnhub,,CORE
