Ticker,SurgePct,RefType,RefPrice,Price,Volume,DollarVolume,SpreadPct,OptionsEligible,Timestamp,Age,Reason,symbol,price,prev_close,open,high,low,ts_ms,source,error,category
HOOD,0.36,low,116.5501,116.97,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),HOOD,116.97,121.7,120.05,120.1,116.5501,1767819600000,finnhub,,CORE
BAC,0.36,low,55.44,55.64,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),BAC,55.64,57.25,56.69,56.805,55.44,1767819600000,finnhub,,CORE
BA,0.36,low,227.3111,228.12,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),BA,228.12,229.84,232.15,233.57,227.3111,1767819600000,finnhub,,CORE
COST,0.34,low,879.62,882.58,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),COST,882.58,889.1,892.0,893.595,879.62,1767819600000,finnhub,,CORE
PG,0.31,low,137.62,138.04,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),PG,138.04,139.91,139.8,139.8,137.62,1767819600000,finnhub,,CORE
MS,0.24,low,184.34,184.79,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),MS,184.79,187.75,187.3,187.75,184.34,1767819600000,finnhub,,CORE
QQQ,0.23,low,622.56,624.02,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),QQQ,624.02,623.42,623.04,627.94,622.56,1767819600000,finnhub,,CORE
GE,0.21,low,322.95,323.64,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),GE,323.64,327.54,328.42,330.26,322.95,1767819600000,finnhub,,CORE
AAPL,0.2,low,259.81,260.33,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),AAPL,260.33,262.36,263.2,263.68,259.81,1767819600000,finnhub,,CORE
CVX,0.19,low,154.9,155.2,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),CVX,155.2,156.54,157.44,158.005,154.9,1767819600000,finnhub,,CORE
XOM,0.18,low,118.274,118.49,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),XOM,118.49,121.05,119.8,120.12,118.274,1767819600000,finnhub,,CORE
IBM,0.13,low,296.345,296.73,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),IBM,296.73,302.47,302.5,304.31,296.345,1767819600000,finnhub,,CORE
CAT,0.13,low,595.775,596.52,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),CAT,596.52,623.09,623.0,625.0,595.775,1767819600000,finnhub,,CORE
DIA,0.09,low,489.5,489.96,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),DIA,489.96,494.61,495.65,496.25,489.5,1767819600000,finnhub,,CORE
NKE,0.05,low,63.19,63.22,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),NKE,63.22,65.35,65.52,65.6124,63.19,1767819600000,finnhub,,CORE
PEP,0.04,low,136.955,137.01,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),PEP,137.01,138.96,139.215,139.8299,136.955,1767819600000,finnhub,,CORE
SPY,0.04,low,689.32,689.58,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),SPY,689.58,691.81,692.19,693.96,689.32,1767819600000,finnhub,,CORE
TSLA,0.03,low,431.29,431.41,,,,N,2026-01-08T00:46:16Z,13s,price_out_of_range(1.0-200.0);below_threshold(17.0%);low_volume(<1000000),TSLA,431.41,432.96,435.9,438.37,431.29,1767819600000,finnhub,,CORE
COP,0.03,low,93.91,93.94,,,,N,2026-01-08T00:46:16Z,13s,below_threshold(17.0%);low_volume(<1000000),COP,93.94,97.11,97.19,97.24,93.91,1767819600000,finnhub,,CORE
