Ticker,Flag,Score14d,Score30d,ScoreBlend,Buyers14d,TotalBuy$14d,C_Suite14d,LastBuyAgeDays,Notes,DataQuality
PGR,NONE,0.0,0.0,0.0,0,0,N,—,,OK
BRT,NONE,0.0,0.0,0.0,0,0,N,—,,OK
ZYME,NONE,0.0,0.0,0.0,0,0,N,—,,OK
SWX,NONE,0.0,0.0,0.0,0,0,N,—,,OK
COCP,NONE,0.0,100.0,30.0,0,0,N,—,,OK
LQDA,NONE,0.0,0.0,0.0,0,0,N,—,,OK
AM,NONE,0.0,0.0,0.0,0,0,N,—,,OK
