Ticker,SurgePct,RefType,RefPrice,Price,Volume,DollarVolume,SpreadPct,OptionsEligible,Timestamp,Age,Reason,symbol,price,prev_close,open,high,low,ts_ms,source,error,category
VIX,,,,,,,,,,,missing price/change,VIX,,,,,,,,no_price,CORE
EHAB,,,,,,,,,,,missing price/change,EHAB,,,,,,,,http 429,CORE
AM,,,,,,,,,,,missing price/change,AM,,,,,,,,http 429,CORE
LEG,,,,,,,,,,,missing price/change,LEG,,,,,,,,http 429,CORE
ABM,,,,,,,,,,,missing price/change,ABM,,,,,,,,http 429,CORE
TENX,,,,,,,,,,,missing price/change,TENX,,,,,,,,http 429,CORE
ZS,,,,,,,,,,,missing price/change,ZS,,,,,,,,http 429,CORE
LCID,,,,,,,,,,,missing price/change,LCID,,,,,,,,http 429,ADDON_RANDOM
ARM,,,,,,,,,,,missing price/change,ARM,,,,,,,,http 429,ADDON_RANDOM
TGT,,,,,,,,,,,missing price/change,TGT,,,,,,,,http 429,ADDON_RANDOM
V,,,,,,,,,,,missing price/change,V,,,,,,,,http 429,ADDON_RANDOM
GM,,,,,,,,,,,missing price/change,GM,,,,,,,,http 429,ADDON_RANDOM
PINS,,,,,,,,,,,missing price/change,PINS,,,,,,,,http 429,ADDON_RANDOM
ALGS,8.45,low,8.52,9.24,,,,N,2026-01-14T03:37:38Z,14s,below_threshold(9.0%);low_volume(<100000),ALGS,9.24,8.71,8.59,9.43,8.52,1768338000000,finnhub,,CORE
LQDA,7.96,low,35.28,38.09,,,,N,2026-01-14T03:37:38Z,14s,below_threshold(9.0%);low_volume(<100000),LQDA,38.09,36.6,36.8,39.29,35.28,1768338000000,finnhub,,CORE
INTC,7.33,pc,44.06,47.29,,,,N,2026-01-14T03:37:38Z,14s,below_threshold(9.0%);low_volume(<100000),INTC,47.29,44.06,45.89,48.24,45.215,1768338000000,finnhub,,CORE
AMD,6.39,pc,207.69,220.97,,,,N,2026-01-14T03:37:38Z,14s,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),AMD,220.97,207.69,215.1,223.11,214.975,1768338000000,finnhub,,CORE
LSTA,5.45,low,2.02,2.13,,,,N,2026-01-14T03:37:38Z,14s,below_threshold(9.0%);low_volume(<100000),LSTA,2.13,2.08,2.08,2.13,2.02,1768338000000,finnhub,,CORE
PRAX,4.01,low,270.0,280.83,,,,N,2026-01-14T03:37:38Z,14s,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),PRAX,280.83,275.74,276.0,281.56,270.0,1768338000000,finnhub,,CORE
COIN,4.0,pc,242.98,252.69,,,,N,2026-01-14T03:37:38Z,14s,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),COIN,252.69,242.98,245.5,255.51,244.65,1768338000000,finnhub,,CORE
HOOD,3.66,low,116.0,120.24,,,,N,2026-01-14T03:37:38Z,14s,below_threshold(9.0%);low_volume(<100000),HOOD,120.24,117.52,117.4,120.43,116.0,1768338000000,finnhub,,CORE
