Ticker,Flag,Score14d,Score30d,ScoreBlend,Buyers14d,TotalBuy$14d,C_Suite14d,LastBuyAgeDays,Notes,DataQuality
PGR,NONE,0.0,0.0,0.0,0,0,N,—,,OK
MPW,NONE,0.0,0.0,0.0,0,0,N,—,,OK
TWO,NONE,0.0,0.0,0.0,0,0,N,—,,OK
HAL,NONE,0.0,0.0,0.0,0,0,N,—,,OK
ZYME,NONE,0.0,0.0,0.0,0,0,N,—,,OK
UMH,NONE,0.0,27.0,8.1,0,0,N,—,,OK
AM,NONE,0.0,0.0,0.0,0,0,N,—,,OK
